Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
104-17-132,6112 Luther Ave (front & Rear),42944,,Cleveland,7,0,Vacant lot
105-29-028,7209 Myron Ave,42944,,Cleveland,7,0,Pending transfer
105-30-059,965 E 78th St,42944,,Cleveland,9,0,Vacant lot
105-31-137,1041 E 78th St,42944,,Cleveland,9,0,Vacant lot
105-32-133,1163 E 77th,42944,,Cleveland,9,0,Vacant lot
106-07-041,1415 E 80th St,42944,,Cleveland,7,0,Vacant lot
106-07-140,8022 Decker Ave,42944,,Cleveland,7,0,Vacant lot
106-21-117,8004 Cory Ave,42944,,Cleveland,7,0,Vacant lot
106-22-070,1512 E 85th St,42944,,Cleveland,7,0,Vacant lot
125-12-051,2985 E 66th St,42944,,Cleveland,5,0,Pending transfer
128-13-115,9901 Lamontier Ave,42944,,Cleveland,4,0,Vacant lot
128-15-014,2935 E 104th St,42944,,Cleveland,4,0,Vacant lot
128-18-045,10304 Mount Auburn Ave,42944,,Cleveland,4,0,Vacant lot
129-22-032,11701 Parkhill Ave,42944,,Cleveland,4,0,Vacant lot
132-23-027,4122 E 64th St,42944,,Cleveland,12,0,Vacant lot
134-10-095,7308 Covert Ave,42944,,Cleveland,12,0,Pending transfer
136-16-083,4158 E 104th St,42944,,Cleveland,2,0,Vacant lot
671-11-057,14617 Ardenall Ave,42944,,East Cleveland,,0,Vacant lot
X104-17-132.1,6112 Luther Ave (front & Rear),42944,,Cleveland,7,0,Vacant lot
125-35-050,3437 E 73rd St,42943,,Cleveland,6,0,Vacant lot
135-03-021,3536 E 103rd St,42943,,Cleveland,6,0,Pending transfer
123-29-020,3184 E 49th St,42942,,Cleveland,5,0,Vacant lot
125-05-047,3110 E 65th St,42941,,Cleveland,5,0,Vacant lot
125-25-045,3212 E 57th St,42941,,Cleveland,5,0,Vacant lot
125-25-059,3260 E 57th St,42941,,Cleveland,5,0,Vacant lot
131-20-079,3450 E 52nd St (fr & Rear),42941,,Cleveland,5,2,Sched for demolition
671-02-107,13517 Gainsboro Ave,42941,,East Cleveland,,0,Vacant lot
671-02-125,13404 Mann Ave,42941,,East Cleveland,,0,Vacant lot
671-03-003,13506 Shaw Ave,42941,,East Cleveland,,0,Vacant lot
671-04-047,1570 E 133rd St,42941,,East Cleveland,,0,Vacant lot
671-04-048,1572 E 133rd St,42941,,East Cleveland,,0,Vacant lot
671-05-027,1600 E 133rd St,42941,,East Cleveland,,0,Vacant lot
671-05-082,13404 5th Ave,42941,,East Cleveland,,0,Vacant lot
671-05-093,13319 5th Ave,42941,,East Cleveland,,0,Vacant lot
671-08-018,1820 Hayden Ave,42941,,East Cleveland,,0,Vacant lot
671-09-075,1614 Lakefront Ave,42941,,East Cleveland,,0,Vacant lot
671-10-202,13909 Ardenall Ave,42941,,East Cleveland,,0,Vacant lot
671-11-112,14409 Strathmore Ave,42941,,East Cleveland,,0,Vacant lot
671-18-113,1316 E 142nd St,42941,,East Cleveland,,0,Vacant lot
672-08-036,1675 Lockwood Ave,42941,,East Cleveland,,0,Vacant lot
672-09-008,13410 Emily St,42941,,East Cleveland,,0,Vacant lot
672-14-071,1848 Brightwood St,42941,,East Cleveland,,0,Pending transfer
672-17-022,13400 Forest Hill Ave,42941,,East Cleveland,,0,Vacant lot
X131-20-079.1,3450 E 52nd St (fr & Rear),42941,,Cleveland,5,2,Sched for demolition
007-08-176,2074 W 33rd St,42940,,Cleveland,3,0,Pending transfer
107-03-045,932 Ansel Rd,42940,,Cleveland,9,0,Vacant lot
108-28-031,650 E 107th St,42940,,Cleveland,9,0,Vacant lot
109-09-190,10201 Somerset Ave,42940,,Cleveland,9,0,Vacant lot
109-24-133,1259 E 112th St (front Only),42940,,Cleveland,9,0,Vacant lot
110-03-086,700 E 115th St,42940,,Cleveland,9,0,Vacant lot
110-05-088,672 E 120th St,42940,,Cleveland,9,0,Vacant lot
110-23-005,907 Parkway Dr,42940,,Cleveland,9,0,Vacant lot
110-24-084,12431 Castlewood Ave,42940,,Cleveland,9,0,Vacant lot
111-10-074,488 E 124th St,42940,,Cleveland,8,0,Vacant lot
112-24-039,14413 Hale,42940,,Cleveland,8,0,Vacant lot
118-06-064,6618 Lucerne Ave,42940,,Cleveland,7,0,Pending transfer
118-34-078,2326 E 76th St,42940,,Cleveland,5,0,Vacant lot
120-05-118,1387 E 120th St,42940,,Cleveland,9,0,Pending transfer
123-29-022,3190 E 49th St,42940,,Cleveland,5,0,Vacant lot
123-29-022,3190 E 49th St,42940,,Cleveland,5,0,Vacant lot
127-23-040,9617 Raymond Ave,42940,,Cleveland,6,0,Vacant lot
128-04-021,2640 East Blvd,42940,,Cleveland,6,0,Vacant lot
130-03-005,12006 Imperial Ave,42940,,Cleveland,4,0,Vacant lot
132-14-112,6509 Hosmer Ave,42940,,Cleveland,12,0,Vacant lot
132-25-167,6918 Polonia Ave,42940,,Cleveland,12,0,Pending transfer
671-01-122,1305 E 135th St,42940,,East Cleveland,,0,Vacant lot
671-02-066,13522 Beaumont St,42940,,East Cleveland,,0,Vacant lot
671-02-133,13512 Mann Ave,42940,,East Cleveland,,0,Pending transfer
671-05-131,13305 6th Ave,42940,,East Cleveland,,0,Vacant lot
125-28-047,6082 Hillman Ave (front & Rear),42937,,Cleveland,5,0,Vacant lot
125-28-062,6022 Hillman Ave,42937,,Cleveland,5,0,Vacant lot
125-32-050,6638 Charter Ave,42937,,Cleveland,6,0,Vacant lot
X125-28-047.1,6082 Hillman Ave (front & Rear),42937,,Cleveland,5,0,Vacant lot
006-23-082,2221 W 53rd St,42936,,Cleveland,3,0,Pending transfer
007-32-051,3181 W 32nd St,42936,,Cleveland,14,0,Vacant lot
016-13-123,3190 W 44th St,42936,,Cleveland,3,0,Vacant lot
108-10-051,503 E 103rd St,42936,,Cleveland,9,0,Vacant lot
132-25-056,6819 Park Ave,42936,,Cleveland,12,0,Pending transfer
006-20-095,2045 W 47th St,42935,,Cleveland,3,0,Pending transfer
129-24-021,3006 E 126th St,42935,,Cleveland,4,0,Vacant lot
130-06-004,3321 E 125th St,42935,,Cleveland,4,0,Vacant lot
130-06-054,3333 E 126th St,42935,,Cleveland,4,0,Vacant lot
130-11-107,3308 E 140th St,42935,,Cleveland,4,0,Vacant lot
104-17-129,6016 Luther Ave,42934,,Cleveland,7,0,Vacant lot
104-18-017,5611 Lexington Ave,42934,,Cleveland,7,1,Unavailable - Demo under contract
105-25-103,6612 Schaefer Ave,42934,,Cleveland,7,0,Vacant lot
105-31-128,1014 E 78th St (front & Rear),42934,,Cleveland,9,0,Vacant lot
106-02-024,1374 Giddings Ave,42934,,Cleveland,7,0,Vacant lot
106-02-124,1315 Russell Ave,42934,,Cleveland,7,0,Vacant lot
106-05-040,7707 Redell Ave,42934,,Cleveland,7,0,Vacant lot
106-12-036,6802 Lawnview Ave,42934,,Cleveland,7,0,Vacant lot
107-04-055,1032 Ansel Rd,42934,,Cleveland,9,0,Vacant lot
107-15-090,1419 E 86th St,42934,,Cleveland,7,0,Vacant lot
107-22-054,9614 Edmunds Ave,42934,,Cleveland,7,0,Vacant lot
111-24-045,13607 Woodworth Ave,42934,,Cleveland,10,0,Vacant lot
112-19-019,480 E 143rd St,42934,,Cleveland,8,0,Pending transfer
120-04-019,1328 E 117th St,42934,,Cleveland,9,0,Pending transfer
120-04-027,1350 E 117th St,42934,,Cleveland,9,0,Pending transfer
125-12-024,3099 E 65th St (trans W -025),42934,,Cleveland,5,0,Vacant lot
125-31-006,7002 Morgan Ave,42934,,Cleveland,6,0,Vacant lot
125-35-010,3474 E 71st St,42934,,Cleveland,6,0,Vacant lot
127-24-023,3471 E 102nd St,42934,,Cleveland,6,0,Vacant lot
128-18-016,10508 Parkview Ave,42934,,Cleveland,4,0,Vacant lot
128-21-059,9609 Hilgert Dr,42934,,Cleveland,4,0,Vacant lot
131-21-054,3410 E 53rd St,42934,,Cleveland,5,0,Vacant lot
133-21-050,7380 Spafford Pl,42934,,Cleveland,12,0,Vacant lot
137-09-138,12103 Farringdon Ave,42934,,Cleveland,4,0,Vacant lot
X105-31-128.1,1014 E 78th St (front & Rear),42934,,Cleveland,9,0,Vacant lot
X125-31-006.1,7002 Morgan Ave (rear),42934,,Cleveland,6,0,Sched for demolition
110-22-065,11902 Fairport Ave,42933,,Cleveland,9,0,Vacant lot
110-22-072,12318 Fairport Ave,42933,,Cleveland,9,0,Vacant lot
110-29-035,1260 E 125th St,42933,,Cleveland,9,0,Vacant lot
123-21-079,3102 Sawtell Rd,42933,,Cleveland,5,0,Vacant lot
123-21-085,3099 Otokar St,42933,,Cleveland,5,0,Vacant lot
123-22-022,4930 Mead Ave,42933,,Cleveland,5,0,Vacant lot
123-29-038,4700 Jewett Ave (front & Rear),42933,,Cleveland,5,0,Pending transfer
128-17-002,9608 Parkview Ave,42933,,Cleveland,4,0,Vacant lot
128-17-006,9624 Parkview Ave,42933,,Cleveland,4,0,Vacant lot
130-18-119,3288 E 149th St,42933,,Cleveland,1,0,Vacant lot
135-02-060,9710 Gibson Ave,42933,,Cleveland,6,0,Vacant lot
X123-29-038.1,4700 Jewett Ave (front & Rear),42933,,Cleveland,5,0,Pending transfer
129-19-127,2911 E 121st St,42930,,Cleveland,4,0,Vacant lot
134-18-007,7704 Laumar Ave,42930,,Cleveland,2,0,Vacant lot
106-07-144,8110 Decker Ave,42929,,Cleveland,7,0,Vacant lot
107-09-136,1241 E 83rd St,42929,,Cleveland,7,0,Vacant lot
112-03-052,13818 Kelso Ave,42929,,Cleveland,8,0,Vacant lot
115-27-165,16214 Sanford Ave,42929,,Cleveland,8,0,Vacant lot
116-20-065,16523 Burnside Ave,42929,,Cleveland,8,0,Pending transfer
133-15-024,7712 Jones Rd,42929,,Cleveland,12,0,Vacant lot
137-02-105,12201 Rexford Ave,42929,,Cleveland,4,0,Vacant lot
137-10-096,12809 Craven Ave,42929,,Cleveland,4,0,Vacant lot
109-08-129,10008 South Blvd,42927,,Cleveland,9,0,Vacant lot
109-12-034,10618 Greenlawn Ave,42927,,Cleveland,9,0,Vacant lot
109-23-061,1219 E 112th St,42927,,Cleveland,9,0,Vacant lot
110-29-116,12330 Ingomar Ave,42927,,Cleveland,9,0,Pending transfer
112-23-114,504 E 143rd St,42927,,Cleveland,8,0,Vacant lot
115-30-074,963 Nathaniel Rd,42927,,Cleveland,8,0,Vacant lot
137-06-078,3582 E 139th St,42927,,Cleveland,4,0,Vacant lot
007-07-065,Bailey Ave (007-07-065),42926,,Cleveland,3,0,Pending transfer
007-07-066,00000 Bailey Ave (007-07-066),42926,,Cleveland,3,0,Pending transfer
007-26-085,3041 Walton Ave,42926,,Cleveland,14,0,Vacant lot
015-08-019,3502 Storer Ave,42926,,Cleveland,14,0,Pending transfer
108-08-079,607 E 101st St,42926,,Cleveland,9,0,Vacant lot
108-08-082,621 E 101st St,42926,,Cleveland,9,0,Vacant lot
129-18-133,2909 E 118th St,42926,,Cleveland,4,0,Vacant lot
142-04-092,4158 E 146th St,42926,,Cleveland,1,0,Vacant lot
021-34-047,3483 W 136th St,42923,,Cleveland,16,0,Vacant lot
106-22-167,1543 E 82nd St,42923,,Cleveland,7,0,Pending transfer
107-03-035,900 Ansel Rd,42923,,Cleveland,9,0,Vacant lot
107-03-056,987 Ida Ave,42923,,Cleveland,9,0,Vacant lot
107-06-009,1152 Dallas Rd,42923,,Cleveland,9,0,Vacant lot
135-02-056,9700 Gibson Ave,42923,,Cleveland,6,0,Vacant lot
672-17-083,1849 Rosalind Ave,42923,,East Cleveland,,0,Vacant lot
108-09-097,656 E 101st St,42922,,Cleveland,10,0,Pending transfer
108-13-131,10525 Glenville Ave,42922,,Cleveland,9,0,Vacant lot
108-15-100,520 E 110th St,42922,,Cleveland,10,0,Vacant lot
108-17-012,432 E 109th St,42922,,Cleveland,10,0,Vacant lot
110-25-050,11901 Castlewood Ave,42922,,Cleveland,9,0,Vacant lot
110-31-019,1245 E 114th St,42922,,Cleveland,9,0,Vacant lot
111-05-116,539 E 117th St,42922,,Cleveland,10,0,Vacant lot
111-17-044,471 Cleveland Rd,42922,,Cleveland,10,0,Vacant lot
111-25-081,1121 E 141st St,42922,,Cleveland,10,0,Vacant lot
117-16-033,1838 Reyburn Rd,42922,,Cleveland,10,0,Vacant lot
133-17-059,7517 Worley Ave,42922,,Cleveland,12,0,Vacant lot
134-10-058,4172 E 75 St,42922,,Cleveland,12,0,Vacant lot
135-08-134,3590 E 104th St,42922,,Cleveland,6,0,Vacant lot
106-01-014,1328 E 68th St,42921,,Cleveland,7,0,Vacant lot
106-05-055,7708 Decker Ave,42921,,Cleveland,7,0,Vacant lot
106-08-114,6801 Pennsylvania Ave,42921,,Cleveland,7,0,Vacant lot
107-10-056,1189 E 85th St,42921,,Cleveland,7,0,Vacant lot
107-21-073,1602 E 94th St,42921,,Cleveland,7,0,Vacant lot
108-07-082,716 E 96th St,42921,,Cleveland,10,0,Vacant lot
118-05-097,6716 Dunham Ave,42921,,Cleveland,7,0,Vacant lot
118-07-071,1900 E 71st St,42919,,Cleveland,7,0,Vacant lot
126-02-056,2563 E 80th St,42919,,Cleveland,6,0,Vacant lot
128-18-063,10313 Manor Ave,42919,,Cleveland,4,0,Vacant lot
130-07-137,3284 E 134th St,42919,,Cleveland,4,0,Vacant lot
139-06-006,14504 Kingsford Ave,42919,,Cleveland,1,0,Vacant lot
005-15-106,3070 W 104th St,42916,,Cleveland,15,0,Vacant lot
017-05-015,3225 W 90th St,42916,,Cleveland,14,0,Pending transfer
127-10-039,9017 Harris Ct,42916,,Cleveland,6,0,Vacant lot
127-11-145,8932 Harris Ave,42916,,Cleveland,6,0,Vacant lot
127-12-055,9112 Bessemer Ave,42916,,Cleveland,6,0,Vacant lot
128-25-083,11332 Continental Ave,42916,,Cleveland,4,0,Vacant lot
129-16-118,2805 E 125th St,42916,,Cleveland,6,0,Vacant lot
142-13-016,4408 E 154th St,42916,,Cleveland,1,0,Vacant lot
682-10-035,875 Lecona Dr,42916,,Cleveland Heights,,0,Vacant lot
781-18-070,5459 Grasmere Ave,42916,,Maple Heights,,0,Pending transfer
110-22-003,11622 Durant Ave,42915,,Cleveland,9,0,Vacant lot
121-33-059,11221 Notre Dame Ave,42915,,Cleveland,6,0,Vacant lot
127-15-105,9609 Carton Ave,42915,,Cleveland,6,0,Vacant lot
130-03-110,3218 E 121st St,42915,,Cleveland,4,0,Vacant lot
130-07-001,3233 E 128th St,42915,,Cleveland,4,0,Vacant lot
130-07-012,3275 E 128th St,42915,,Cleveland,4,0,Vacant lot
130-22-063,3451 E 121st St,42915,,Cleveland,4,0,Vacant lot
134-14-016,8314 Beman Ave,42915,,Cleveland,2,0,Vacant lot
135-01-070,9416 Gibson Ave,42915,,Cleveland,6,0,Vacant lot
135-02-088,9714 Benham Ave,42915,,Cleveland,6,0,Vacant lot
135-03-122,10203 Benham Ave,42915,,Cleveland,6,0,Vacant lot
137-02-023,12209 Oakfield Ave,42915,,Cleveland,4,0,Vacant lot
682-11-021,3695 Randolph Rd,42915,,Cleveland Heights,,1,Unavailable - Demo under contract
130-15-073,3286 E 143rd St,42914,,Cleveland,1,0,Vacant lot
111-22-008,13802 Coit Rd,42913,,Cleveland,8,0,Vacant lot
007-28-168,4122 Newark Ave,42912,,Cleveland,3,0,Vacant lot
008-09-050,2992 W 11th St,42912,,Cleveland,3,0,Pending transfer
009-12-049,4297 W 22nd St,42912,,Cleveland,12,0,Vacant lot
129-23-004,11904 Forest Ave,42912,,Cleveland,4,0,Vacant lot
132-18-100,6600 Collier Ave,42912,,Cleveland,12,0,Vacant lot
132-14-032,6527 Fullerton Ave,42909,,Cleveland,12,0,Vacant lot
133-06-052,3566 E 81st St,42909,,Cleveland,6,0,Vacant lot
134-04-017,4100 E 79th St,42909,,Cleveland,12,0,Vacant lot
134-05-066,4076 E 81st St,42909,,Cleveland,12,0,Vacant lot
135-02-007,9602 Union Ave,42909,,Cleveland,6,0,Vacant lot
138-11-069,13402 Harvard Ave,42909,,Cleveland,1,0,Vacant lot
138-17-124,13318 Caine Ave,42909,,Cleveland,1,0,Vacant lot
138-18-052,13802 Beachwood Ave,42909,,Cleveland,1,0,Vacant lot
138-24-069,14116 Rexwood Ave,42909,,Cleveland,1,0,Vacant lot
115-28-132,844 Rondel Rd,42908,,Cleveland,8,0,Vacant lot
672-14-011,1820 Wadena St,42908,,East Cleveland,,0,Pending transfer
108-04-058,644 E 96th St,42907,,Cleveland,10,0,Vacant lot
108-06-074,773 E 91st St,42907,,Cleveland,10,0,Vacant lot
115-08-030,14803 Pepper Ave,42907,,Cleveland,10,0,Pending transfer
007-28-055,3194 W 41st St,42902,,Cleveland,3,0,Vacant lot
007-31-115,3219 W 32nd St (fr & Rear),42898,,Cleveland,14,0,Vacant lot
128-18-105,10205 Dickens Ave,42895,,Cleveland,4,0,Pending transfer
112-19-045,461 E 143rd St,42894,,Cleveland,8,0,Vacant lot
129-09-142,12010 Hamlen Ave,42894,,Cleveland,6,0,Vacant lot
129-20-056,2904 E 125th St,42894,,Cleveland,4,0,Vacant lot
130-07-110,3265 E 132nd St,42894,,Cleveland,4,0,Vacant lot
137-03-036,12502 Oakfield Ave,42894,,Cleveland,4,0,Vacant lot
104-16-055,5520 Dibble Ave,42892,,Cleveland,7,0,Vacant lot
106-10-041,7408 Dellenbaugh Ave,42892,,Cleveland,7,0,Vacant lot
107-20-072,1670 E 93rd St,42892,,Cleveland,7,0,Vacant lot
120-13-019,1461 Lakeview Rd,42892,,Cleveland,9,0,Pending transfer
137-18-138,13413 Bartlett Ave,42892,,Cleveland,4,0,Vacant lot
671-01-035,1288 E 133rd St,42892,,East Cleveland,,0,Vacant lot
671-01-057,1251 E 133rd St,42892,,East Cleveland,,0,Vacant lot
671-01-058,1247 E 133rd St,42892,,East Cleveland,,0,Vacant lot
671-01-091,1273 E 134th St,42892,,East Cleveland,,0,Pending transfer
672-24-018,1870 Rosemont Rd,42892,,East Cleveland,,0,Vacant lot
109-08-032,9905 Somerset Ave,42891,,Cleveland,9,0,Vacant lot
110-21-140,11406 Durant Ave,42891,,Cleveland,9,0,Vacant lot
132-11-115,3873 E 53rd St,42891,,Cleveland,12,0,Vacant lot
134-10-091,7214 Covert Ave,42891,,Cleveland,12,0,Vacant lot
104-17-143,6403 Luther Ave,42888,,Cleveland,7,0,Vacant lot
105-28-041,1178 E 74th St,42888,,Cleveland,7,0,Vacant lot
107-08-045,1264 E 81st St,42888,,Cleveland,7,0,Vacant lot
107-08-061,1208 E 81st St,42888,,Cleveland,7,0,Vacant lot
120-11-040,1448 Lakeview Rd,42888,,Cleveland,9,0,Pending transfer
120-33-017,1878 Woodlawn Ave,42888,,Cleveland,6,0,Pending transfer
007-06-064,3909 Bailey Ave,42887,,Cleveland,3,0,Pending transfer
109-24-090,1259 E 112th St (rear),42887,,Cleveland,9,0,Vacant lot
123-21-129,5000 Finn Ave,42887,,Cleveland,5,0,Vacant lot
123-22-012,4958 Mead Ave,42887,,Cleveland,5,0,Vacant lot
125-14-068,2967 E 65th St,42887,,Cleveland,5,0,Pending transfer
126-05-081,8611 Beckman Ave,42887,,Cleveland,6,0,Vacant lot
127-19-059,10805 Elliot Ave,42887,,Cleveland,4,0,Vacant lot
128-17-016,9900 Parkview Ave,42887,,Cleveland,4,0,Vacant lot
128-21-023,3143 E 98th St,42887,,Cleveland,4,0,Vacant lot
129-23-170,11909 Parkview Ave,42887,,Cleveland,4,0,Vacant lot
132-10-177,3814 E 57th St,42887,,Cleveland,12,0,Vacant lot
134-13-051,8003 Dorver Ave,42887,,Cleveland,2,0,Vacant lot
137-13-001,3609 E 138th St,42887,,Cleveland,4,0,Vacant lot
138-17-077,4257 E 133rd St,42887,,Cleveland,1,0,Vacant lot
671-05-130,13301 6th Ave,42887,,East Cleveland,,0,Vacant lot
673-02-012,1733 Coit Rd,42887,,East Cleveland,,0,Vacant lot
104-17-146,6213 Luther Ave,42885,,Cleveland,7,0,Vacant lot
104-23-034,1583 E 49th St,42885,,Cleveland,7,0,Vacant lot
107-13-128,1463 E 93rd St,42885,,Cleveland,7,0,Vacant lot
107-21-029,9401 Talbot Ave,42885,,Cleveland,7,0,Vacant lot
108-21-056,10002 Yale Ave,42885,,Cleveland,9,0,Vacant lot
109-03-022,10108 Parmelee Ave,42885,,Cleveland,9,0,Vacant lot
109-21-067,1024 Linn Dr,42885,,Cleveland,9,0,Pending transfer
110-22-090,11614 Tuscora Ave,42885,,Cleveland,9,0,Vacant lot
110-24-027,12309 Forest Grove Ave,42885,,Cleveland,9,0,Vacant lot
115-27-136,975 Rondel Rd,42885,,Cleveland,8,0,Vacant lot
116-20-044,864 Wayside Rd,42885,,Cleveland,8,0,Vacant lot
118-22-055,2246 E 70th St,42885,,Cleveland,5,0,Vacant lot
128-19-022,10713 Parkview Ave,42885,,Cleveland,4,0,Vacant lot
135-05-059,9621 Dunlap Ave,42885,,Cleveland,2,0,Vacant lot
107-03-091,967 Maude Ave,42881,,Cleveland,9,0,Vacant lot
109-02-017,9302 Parmalee Ave,42881,,Cleveland,9,0,Vacant lot
116-26-032,1430 E 176th St,42881,,Cleveland,10,0,Vacant lot
119-28-004,2221 E 79th St,42881,,Cleveland,6,0,Vacant lot
126-05-059,8712 Beckman Ave,42881,,Cleveland,6,0,Vacant lot
128-13-060,10002 Stoughton Ave,42881,,Cleveland,4,0,Vacant lot
128-26-048,2922 E 112th St,42881,,Cleveland,4,0,Vacant lot
130-16-145,3411 E 145th St,42881,,Cleveland,1,0,Vacant lot
544-08-056,10618 Langton Ave,42881,,Garfield Heights,,0,Vacant lot
110-02-102,662 E 118th St,42880,,Cleveland,9,0,Vacant lot
110-29-056,1265 E 123 St(front),42880,,Cleveland,9,0,Vacant lot
142-27-129,14902 Lincoln Ave,42880,,Cleveland,1,0,Vacant lot
104-19-010,6202 White Ave,42879,,Cleveland,7,0,Vacant lot
106-01-053,1347 E 65th St,42879,,Cleveland,7,0,Vacant lot
106-06-117,1353 E 84th St,42879,,Cleveland,7,0,Vacant lot
130-10-038,3422 E 137th St,42877,,Cleveland,4,0,Vacant lot
115-28-105,895 Royal Rd,42875,,Cleveland,8,0,Vacant lot
109-09-010,10306 Parkgate Ave,42874,,Cleveland,9,0,Vacant lot
110-20-001,11512 Whitmore Ave,42874,,Cleveland,9,0,Vacant lot
110-29-090,1227 E 124th St,42874,,Cleveland,9,0,Vacant lot
112-01-028,13710 Othello Ave,42874,,Cleveland,8,0,Vacant lot
115-12-045,1048 Galewood Dr,42874,,Cleveland,10,0,Vacant lot
108-18-014,8827 Yale Ave,42873,,Cleveland,9,0,Vacant lot
109-04-067,10322 Pierpont Ave,42873,,Cleveland,9,1,Pending transfer
132-23-028,4126 E 64th St,42873,,Cleveland,12,0,Pending transfer
782-07-006,18721 Raymond St,42873,,Maple Heights,,0,Pending transfer
108-25-108,10528 Elgin Ave,42870,,Cleveland,9,0,Vacant lot
109-10-044,9920 Hampden Ave,42870,,Cleveland,9,0,Vacant lot
110-02-022,639 E 113th St,42870,,Cleveland,9,0,Vacant lot
110-27-053,12320 Phillips Ave,42870,,Cleveland,9,0,Vacant lot
128-13-073,9901 Sophia Ave,42870,,Cleveland,4,0,Vacant lot
138-20-084,4364 E 142nd St,42870,,Cleveland,1,0,Pending transfer
142-02-007,4151 E 141st St,42870,,Cleveland,1,0,Vacant lot
672-24-086,1919 Van Buren Rd,42870,,East Cleveland,,0,Vacant lot
130-07-118,3297 E 132nd St,42866,,Cleveland,4,0,Vacant lot
130-08-047,3374 E 134th St,42866,,Cleveland,4,0,Vacant lot
134-04-038,4107 E 78th St,42866,,Cleveland,12,0,Vacant lot
137-13-083,3634 E 139th St,42866,,Cleveland,4,0,Vacant lot
138-17-078,4261 E 133rd St,42866,,Cleveland,1,0,Vacant lot
128-16-028,9507 Dickens Ave,42865,,Cleveland,4,0,Vacant lot
671-01-039,1304 E 133rd St,42865,,East Cleveland,,0,Vacant lot
671-16-118,14611 Elm Ave,42865,,East Cleveland,,0,Vacant lot
672-06-086,1645 Delmont Ave,42865,,East Cleveland,,0,Vacant lot
109-04-095,10106 Adams Ave,42860,,Cleveland,9,0,Vacant lot
129-22-044,11822 Griffing Ave,42860,,Cleveland,4,0,Vacant lot
129-29-068,3172 E 130th St,42860,,Cleveland,4,0,Vacant lot
130-07-119,3301 E 132nd St,42860,,Cleveland,4,0,Vacant lot
137-06-101,3543 E 138th St,42860,,Cleveland,4,0,Vacant lot
138-12-012,4095 E 136th St,42860,,Cleveland,1,0,Vacant lot
105-30-054,983 E 78th St,42859,,Cleveland,9,0,Vacant lot
106-05-029,7915 Redell Ave,42859,,Cleveland,7,0,Vacant lot
106-12-039,6710 Lawnview Ave,42859,,Cleveland,7,0,Vacant lot
106-13-085,7020 Burnham Pl,42859,,Cleveland,7,0,Pending transfer
106-21-107,8034 Cory Ave,42859,,Cleveland,7,0,Vacant lot
107-12-124,1356 E 94th St,42859,,Cleveland,7,0,Vacant lot
130-14-100,3351 E 143rd St,42859,,Cleveland,1,0,Vacant lot
130-16-117,3434 E 146th St,42859,,Cleveland,1,0,Pending transfer
137-08-050,3647 E 118th St,42859,,Cleveland,4,0,Vacant lot
118-22-082,2265 E 69th St,42858,,Cleveland,5,0,Vacant lot
120-05-016,12007 Oakland Ave,42858,,Cleveland,9,0,Vacant lot
120-06-047,10531 Lee Ave,42858,,Cleveland,9,0,Pending transfer
120-14-038,12101 Wade Park Ave,42858,,Cleveland,9,0,Pending transfer
120-33-016,1874 Woodlawn Ave,42858,,Cleveland,6,0,Pending transfer
123-20-028,3009 Nursery Ave,42858,,Cleveland,5,0,Vacant lot
125-26-130,5674 Hamlet Ave,42858,,Cleveland,5,0,Vacant lot
126-02-058,2555 E 80th St,42858,,Cleveland,6,0,Vacant lot
126-04-088,2516 E 84th St,42858,,Cleveland,6,0,Vacant lot
126-30-063,2985 E 81st St,42858,,Cleveland,5,0,Vacant lot
127-11-071,3288 E 89th St,42858,,Cleveland,6,0,Vacant lot
131-20-099,5110 Hamm Ave,42858,,Cleveland,5,0,Pending transfer
131-26-020,V/L Beyerle,42858,,Cleveland,12,0,Pending transfer
107-14-166,1345 E 90th St,42857,,Cleveland,7,0,Vacant lot
107-14-196,1316 E 91st St,42857,,Cleveland,7,1,Pending transfer
107-15-114,1418 E 88th St,42857,,Cleveland,7,0,Vacant lot
108-10-068,10307 Barrett Ave,42857,,Cleveland,9,0,Vacant lot
108-21-103,9706 Empire Ave,42857,,Cleveland,9,0,Vacant lot
110-28-002,11802 Osceola Ave,42857,,Cleveland,9,0,Vacant lot
126-25-006,9611 Holton Ave,42857,,Cleveland,4,0,Vacant lot
127-12-021,9103 Laisy Ave,42857,,Cleveland,6,0,Vacant lot
